instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,instructionsLoop.ran,participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,fix_onset,tprac,practiceKey.keys,practiceKey.rt,pracitem_chosen_name,acc_practice,P1_onsetPrac,P2_onsetPrac,onsetFeedbPrac,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,P1,P2,Block,LocItem1,LocItem2,NameItem1,NameItem2,key_respAC_prac.keys,key_respAC_prac.corr,key_respAC_prac.rt,AC_acc,Attentions.thisRepN,Attentions.thisTrialN,Attentions.thisN,Attentions.thisIndex,Attentions.ran,Stim,Loc1,Loc2,Loc3,Loc4,CorrAns,keyDisturbed.keys,keyDisturbed.rt,repPractice.thisRepN,repPractice.thisTrialN,repPractice.thisN,repPractice.thisIndex,repPractice.ran,fixcross_onsetMain,trialNumber,key_resp.keys,key_resp.rt,item_chosen_name,item_chosen_value,item_chosen_ID,diff_chosen_minus_reject,acc_real,acc_feedback,P1_onset,P2_onset,feedb_onset,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Trial,ValueP1,ValueP2,P1name,P2name,P1Loc,P2Loc,P1id,P2id,Micro_categoryP1,Macro_categoryP1,Micro_categoryP2,Macro_categoryP2,ID_sequenceP1,ID_sequenceP2,InverseFb,pNumber,repBlocks.thisRepN,repBlocks.thisTrialN,repBlocks.thisN,repBlocks.thisIndex,repBlocks.ran,key_respAC.keys,key_respAC.corr,key_respAC.rt,trials_AC.thisRepN,trials_AC.thisTrialN,trials_AC.thisN,trials_AC.thisIndex,trials_AC.ran
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,518.445405,118,right,0.848665,seaturtle     ,4,2,1,1,1,518.479415,518.479415,520.9793,0,40,40,40,1,118,3,4,phone       ,seaturtle     ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,9,2,4,2,2,1,7,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,522.081015,119,left,0.92791,sport_tshirt,7,7,1,1,0,522.114685,522.114685,524.614125,0,41,41,41,1,119,7,6,sport_tshirt,hat           ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/08_hat.jpg,7,8,3,2,3,2,5,6,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,525.716335,120,left,0.627825,clownfish     ,8,4,1,1,0,525.7496,525.7496,528.248905,0,42,42,42,1,120,8,7,clownfish     ,sport_tshirt,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,4,7,2,1,3,2,3,5,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,529.35117,121,right,0.78326,radio       ,1,10,-1,0,0,529.36761,529.36761,531.867405,0,43,43,43,1,121,2,1,peacock       ,radio       ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/10_radio.jpg,5,10,2,1,4,2,4,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,532.969695,122,left,0.97138,hat           ,6,8,3,1,3,533.003225,533.003225,535.50224,0,44,44,44,1,122,6,3,hat           ,phone       ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/09_phone.jpg,8,9,3,2,4,2,6,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,536.10346,123,left,0.697855,peacock       ,2,5,-1,0,0,536.12099,536.12099,538.62025,0,45,45,45,1,123,2,3,peacock       ,phone       ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/09_phone.jpg,5,9,2,1,4,2,4,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,539.72433,124,right,0.473665,seaturtle     ,4,2,1,1,1,539.739765,539.739765,542.23846,0,46,46,46,1,124,3,4,phone       ,seaturtle     ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,9,2,4,2,2,1,7,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,543.340395,125,left,0.406245,seaturtle     ,4,2,2,1,3,543.374075,543.374075,545.87343,0,47,47,47,1,125,4,2,seaturtle     ,peacock       ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,2,5,2,1,2,1,1,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,546.475785,126,right,0.483825,giraffe     ,5,3,4,1,3,546.4928,546.4928,548.99143,0,48,48,48,1,126,1,5,radio       ,giraffe     ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,10,3,4,2,1,1,8,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,549.59294,127,right,0.51878,clownfish     ,8,4,1,1,1,549.610355,549.610355,552.109495,0,49,49,49,1,127,7,8,sport_tshirt,clownfish     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,7,4,3,2,2,1,5,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,553.212675,128,right,0.60903,peacock       ,2,5,1,1,1,553.229855,553.229855,555.72774,0,50,50,50,1,128,1,2,radio       ,peacock       ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,10,5,4,2,2,1,8,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,556.82911,129,right,0.46346,sport_tshirt,7,7,4,1,3,556.846935,556.846935,559.346005,0,51,51,51,1,129,3,7,phone       ,sport_tshirt,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,9,7,4,2,3,2,7,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,559.94773,130,right,0.69209,hat           ,6,8,4,1,3,559.96451,559.96451,562.463965,0,52,52,52,1,130,2,6,peacock       ,hat           ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/A/08_hat.jpg,5,8,2,1,3,2,4,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,563.065305,131,left,0.62332,clownfish     ,8,4,1,1,1,563.083195,563.083195,565.58207,0,53,53,53,1,131,8,7,clownfish     ,sport_tshirt,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,4,7,2,1,3,2,3,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,566.68436,132,left,0.94302,hat           ,6,8,2,1,3,566.70115,566.70115,569.200345,0,54,54,54,1,132,6,4,hat           ,seaturtle     ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,8,2,3,2,2,1,6,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,569.81836,133,right,1.22145,peacock       ,2,5,-5,0,3,569.85223,569.85223,572.35162,0,55,55,55,1,133,7,2,sport_tshirt,peacock       ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,7,5,3,2,2,1,5,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,572.95271,134,right,0.545495,peacock       ,2,5,1,1,1,572.98716,572.98716,575.486405,0,56,56,56,1,134,1,2,radio       ,peacock       ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,10,5,4,2,2,1,8,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,576.58882,135,right,0.513205,giraffe     ,5,3,-1,0,0,576.62207,576.62207,579.121315,0,57,57,57,1,135,6,5,hat           ,giraffe     ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,8,3,3,2,1,1,6,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,580.223275,136,left,0.57409,clownfish     ,8,4,2,1,3,580.25662,580.25662,582.756175,0,58,58,58,1,136,8,6,clownfish     ,hat           ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/A/08_hat.jpg,4,8,2,1,3,2,3,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,583.35821,137,left,0.832615,peacock       ,2,5,-6,0,3,583.376905,583.376905,585.874215,0,59,59,59,1,137,2,8,peacock       ,clownfish     ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,5,4,2,1,2,1,4,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,586.47608,138,right,0.550005,radio       ,1,10,-5,0,3,586.50997,586.50997,589.00901,0,60,60,60,1,138,6,1,hat           ,radio       ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/10_radio.jpg,8,10,3,2,4,2,6,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,589.60996,139,right,0.656735,radio       ,1,10,-3,0,3,589.64471,589.64471,592.14361,0,61,61,61,1,139,4,1,seaturtle     ,radio       ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/10_radio.jpg,2,10,2,1,4,2,1,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,592.744765,140,left,0.81316,phone       ,3,9,2,1,3,592.762315,592.762315,595.26175,0,62,62,62,1,140,3,1,phone       ,radio       ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/B/10_radio.jpg,9,10,4,2,4,2,7,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,595.863465,141,left,0.62782,giraffe     ,5,3,1,1,1,595.89748,595.89748,598.39657,0,63,63,63,1,141,5,4,giraffe     ,seaturtle     ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,3,2,1,1,2,1,2,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,599.49804,142,left,1.36008,clownfish     ,8,4,7,1,3,599.515365,599.515365,602.014645,0,64,64,64,1,142,8,1,clownfish     ,radio       ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/10_radio.jpg,4,10,2,1,4,2,3,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,602.61657,143,left,0.690985,sport_tshirt,7,7,2,1,3,602.65042,602.65042,605.14939,0,65,65,65,1,143,7,5,sport_tshirt,giraffe     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,7,3,3,2,1,1,5,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,605.75046,144,left,0.80339,peacock       ,2,5,1,1,1,605.76837,605.76837,608.267535,0,66,66,66,1,144,2,1,peacock       ,radio       ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/10_radio.jpg,5,10,2,1,4,2,4,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,609.370125,145,right,0.72797,sport_tshirt,7,7,6,1,3,609.38654,609.38654,611.885715,0,67,67,67,1,145,1,7,radio       ,sport_tshirt,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,10,7,4,2,3,2,8,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,612.487425,146,left,0.571125,clownfish     ,8,4,3,1,3,612.52118,612.52118,615.02056,0,68,68,68,1,146,8,5,clownfish     ,giraffe     ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,4,3,2,1,1,1,3,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,615.6221,147,left,0.68665,hat           ,6,8,-1,0,0,615.64054,615.64054,618.138495,0,69,69,69,1,147,6,7,hat           ,sport_tshirt,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,8,7,3,2,3,2,6,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,619.242605,148,left,0.790605,clownfish     ,8,4,6,1,3,619.258975,619.258975,621.756665,0,70,70,70,1,148,8,2,clownfish     ,peacock       ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,4,5,2,1,2,1,3,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,622.36014,149,right,0.665115,peacock       ,2,5,-1,0,0,622.377455,622.377455,624.87473,0,71,71,71,1,149,3,2,phone       ,peacock       ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,9,5,4,2,2,1,7,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,625.976635,150,left,0.644885,giraffe     ,5,3,1,1,1,625.99522,625.99522,628.49295,0,72,72,72,1,150,5,4,giraffe     ,seaturtle     ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,3,2,1,1,2,1,2,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,629.595655,151,left,0.66544,sport_tshirt,7,7,4,1,3,629.61228,629.61228,632.1112,0,73,73,73,1,151,7,3,sport_tshirt,phone       ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/B/09_phone.jpg,7,9,3,2,4,2,5,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,632.712905,152,right,0.596385,giraffe     ,5,3,-1,0,0,632.72954,632.72954,635.22925,0,74,74,74,1,152,6,5,hat           ,giraffe     ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,8,3,3,2,1,1,6,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,636.331115,153,left,0.97315,phone       ,3,9,1,1,1,636.364705,636.364705,638.864215,0,75,75,75,1,153,3,2,phone       ,peacock       ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,9,5,4,2,2,1,7,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,639.965725,154,left,1.15895,radio       ,1,10,-2,0,3,639.98308,639.98308,642.48237,0,76,76,76,1,154,1,3,radio       ,phone       ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/B/09_phone.jpg,10,9,4,2,4,2,8,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.323165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,656.44984,155,right,0.952135,radio       ,1,10,-1,0,0,656.47568,656.47568,658.973065,0,0,0,0,1,155,2,1,peacock       ,radio       ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/10_radio.jpg,5,10,2,1,4,2,4,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,660.0742,156,left,0.586395,sport_tshirt,7,7,4,1,3,660.10826,660.10826,662.607925,0,1,1,1,1,156,7,3,sport_tshirt,phone       ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/B/09_phone.jpg,7,9,3,2,4,2,5,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,663.210645,157,right,0.478395,radio       ,1,10,-5,0,3,663.227145,663.227145,665.726205,0,2,2,2,1,157,6,1,hat           ,radio       ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/10_radio.jpg,8,10,3,2,4,2,6,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,666.34356,158,left,0.476875,sport_tshirt,7,7,-1,0,0,666.37794,666.37794,668.877545,0,3,3,3,1,158,7,8,sport_tshirt,clownfish     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,7,4,3,2,2,1,5,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,669.980775,159,right,0.586465,radio       ,1,10,-1,0,0,669.99788,669.99788,672.495645,0,4,4,4,1,159,2,1,peacock       ,radio       ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/10_radio.jpg,5,10,2,1,4,2,4,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,673.59892,160,left,0.56067,sport_tshirt,7,7,6,1,3,673.63278,673.63278,676.13057,0,5,5,5,1,160,7,1,sport_tshirt,radio       ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/B/10_radio.jpg,7,10,3,2,4,2,5,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,676.748745,161,left,0.590835,clownfish     ,8,4,2,1,3,676.782705,676.782705,679.28184,0,6,6,6,1,161,8,6,clownfish     ,hat           ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/A/08_hat.jpg,4,8,2,1,3,2,3,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,679.883655,162,right,0.46279,clownfish     ,8,4,1,1,1,679.91755,679.91755,682.416905,0,7,7,7,1,162,7,8,sport_tshirt,clownfish     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,7,4,3,2,2,1,5,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,683.520755,163,right,0.520425,peacock       ,2,5,-1,0,0,683.55312,683.55312,686.051535,0,8,8,8,1,163,3,2,phone       ,peacock       ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,9,5,4,2,2,1,7,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,687.15452,164,left,0.24101,hat           ,6,8,-1,0,0,687.172095,687.172095,689.669945,0,9,9,9,1,164,6,7,hat           ,sport_tshirt,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,8,7,3,2,3,2,6,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,690.77191,165,right,0.419795,sport_tshirt,7,7,3,1,3,690.805785,690.805785,693.304905,0,10,10,10,1,165,4,7,seaturtle     ,sport_tshirt,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,2,7,2,1,3,2,1,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,693.92287,166,left,0.624755,peacock       ,2,5,-1,0,0,693.941275,693.941275,696.439585,0,11,11,11,1,166,2,3,peacock       ,phone       ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/09_phone.jpg,5,9,2,1,4,2,4,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,697.54333,167,right,0.249065,peacock       ,2,5,-6,0,3,697.56013,697.56013,700.05766,0,12,12,12,1,167,8,2,clownfish     ,peacock       ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,4,5,2,1,2,1,3,4,0,61,,,,,,,,,,,,,
